Store Name,Full Address
Foot Locker Chesapeake,"Foot Locker Chesapeake, 1401 Greenbrier Parkway Suite 1216, Chesapeake, VA 23320"
Foot Locker Chesapeake,"Foot Locker Chesapeake, 4200 Portsmouth Boulevard Space 134, Chesapeake, VA 23321"
Foot Locker Colonial Heights,"Foot Locker Colonial Heights, 204 Southpark Circle, Colonial Heights, VA 23834"
Foot Locker Dulles,"Foot Locker Dulles, 21100 Dulles Town Circle Suite 276, Dulles, VA 20166"
Foot Locker Fairfax,"Foot Locker Fairfax, 11714-L Fair Oaks, Fairfax, VA 22033"
Foot Locker Spotsylvania Mall,"Foot Locker Spotsylvania Mall, 325 Spotsylvania Mall 3102 Plank Road, Fredericksburg, VA 22407"
Foot Locker Coliseum Crossing,"Foot Locker Coliseum Crossing, 2101 Coliseum Drive Space 9B, Hampton, VA 23666"
Foot Locker River Ridge Mall,"Foot Locker River Ridge Mall, 3405 Candlers Mt Rd Space B-55, Lynchburg, VA 24502"
Foot Locker Manassas,"Foot Locker Manassas, 8300 Sudley Road Space 14-E3, Manassas, VA 20109"
Foot Locker Mclean,"Foot Locker Mclean, 7921l Tysons Corner Center, Mclean, VA 22102"
Foot Locker Patrick Henry Mall,"Foot Locker Patrick Henry Mall, 12300 Jefferson Avenue Space 804, Newport News, VA 23602"
Foot Locker Norfolk,"Foot Locker Norfolk, 5900 East Virginia Beach Suite 32, Norfolk, VA 23502"
Foot Locker Norfolk,"Foot Locker Norfolk, 300 Monticello Avenue Space 107, Norfolk, VA 23510"
Foot Locker Portsmouth,"Foot Locker Portsmouth, 3929 Victory Boulevard Space C & D, Portsmouth, VA 23701"
Foot Locker Richmond,"Foot Locker Richmond, 1510 W Broad Street, Richmond, VA 23220"
Foot Locker Regency Square Mall,"Foot Locker Regency Square Mall, 1404 N Parham Road Space R29, Richmond, VA 23229"
Foot Locker Richmond,"Foot Locker Richmond, 4501 S Laburnum Avenue Suite 110, Richmond, VA 23231"
Foot Locker Richmond,"Foot Locker Richmond, 11500 Midlothian Turnpike, Richmond, VA 23235"
Foot Locker Valleyview Mall,"Foot Locker Valleyview Mall, 4802 Valleyview Blvd Space Lf265, Roanoke, VA 24012"
Foot Locker Springfield,"Foot Locker Springfield, 6533 Springfield Mall, Springfield, VA 22150"
Foot Locker Lynnhaven Mall,"Foot Locker Lynnhaven Mall, 701 Lynnhaven Pkwy, Virginia Beach, VA 23452"
Foot Locker Woodbridge,"Foot Locker Woodbridge, 2700 Potomac Mills Circle Suite 215, Woodbridge, VA 22192"
Foot Locker Woodbridge,"Foot Locker Woodbridge, 2700 Potomac Mills Circle Suite 460/465, Woodbridge, VA 22192"
Foot Locker Lockhart Gardens Shopping Center,"Foot Locker Lockhart Gardens Shopping Center, 4406 Weymouth Rhymer Hwy Parcel 1-E, Charlotte Amalie, VI 00802"
Foot Locker Tutu Park,"Foot Locker Tutu Park, 4605 Tutu Park Mall Ste 150, St. Thomas, VI 00802"
Foot Locker Bellevue,"Foot Locker Bellevue, 1100 Bellevue Square, Bellevue, WA 98004"
Foot Locker Everett,"Foot Locker Everett, 1402 Southeast Everett Mall Way Space 375, Everett, WA 98208"
Foot Locker Kennewick,"Foot Locker Kennewick, 1321 North Columbia Center Boulevard Suite 491, Kennewick, WA 99336"
Foot Locker Capital Mall,"Foot Locker Capital Mall, 625 Black Lake Blvd Suite E3, Olympia, WA 98502"
Foot Locker Puyallup,"Foot Locker Puyallup, 3500 South Meridian Space 320, Puyallup, WA 98373"
Foot Locker Northgate Shop Center,"Foot Locker Northgate Shop Center, 401 Ne Northgate Way Space 753, Seattle, WA 98125"
Foot Locker Spokane,"Foot Locker Spokane, 14700 East Indiana Avenue Suite 2050, Spokane, WA 99216"
Foot Locker Tacoma,"Foot Locker Tacoma, 4502 South Steele Street Suite 482a, Tacoma, WA 98409"
Foot Locker Tukwila,"Foot Locker Tukwila, 1051 Southcenter Mall, Tukwila, WA 98188"
Foot Locker Glendale,"Foot Locker Glendale, 5711 North Centerpark Way Suite N119, Glendale, WI 53217"
Foot Locker Green Bay,"Foot Locker Green Bay, 197a Bay Park Square, Green Bay, WI 54304"
Foot Locker Greendale,"Foot Locker Greendale, 5300 South 76th Street Space 190-A, Greendale, WI 53129"
Foot Locker Madison,"Foot Locker Madison, 176 East Towne Mall, Madison, WI 53704"
Foot Locker Milwaukee,"Foot Locker Milwaukee, 161 W Wisconsin Ave Space 1110, Milwaukee, WI 53203"
Foot Locker Milwaukee,"Foot Locker Milwaukee, 5615 West Hope Avenue Suite 101, Milwaukee, WI 53216"
Foot Locker Wauwatosa,"Foot Locker Wauwatosa, 2500 North Mayfair Road Suite M163, Wauwatosa, WI 53226"
Foot Locker Barboursville,"Foot Locker Barboursville, 500 Mall Road Box 4071, Unit 750, Barboursville, WV 25504"
Foot Locker Charleston,"Foot Locker Charleston, 1103 Charleston Town, Charleston, WV 25389"
